practical	old_sha	new_sha	subject
6305	9df409cb7c40824008981977e4d01c95857e3a8e	76ac9bf1b390445a54efe043990e886d8a438ece	fix inherited AdvCiv/BtS map generation issues (KI#566-KI#568)
6306	785c3854724391f7078672f3e715a9d32d9a593f	a841a39131b9ce77b6a2ff3c889b22a3b41e80b1	Fix inherited UWAI/Base AdvCiv military censuses (KI#560-561)
6307	ef236d521789f668c74b8727d454df9d7e9173bf	a81b2d6806dbfed084f7bd0d301cd03ab53e965c	Fix inherited AdvCiv UWAI lifecycles (KI#558, KI#562) and extend the C++ audit album to C021-WIP03
6308	cfa5d3c4b4b66769967603492cce29201ed5ec2d	17a619c1aa35060c3a0e9060499b98c274b05041	Fix KI#202 follow-up and inherited AdvCiv map-generation regressions (KI#569-572)
6309	d16d1dc3b69d0f5e5176e8e416d9d0d1cd5767db	f7d92669e9c368b5633f9bcedd3d14dc4d4deb72	Fix inherited original UWAI capitulation and terminal-edge defects (KI#573-574) and advance the C++ File Audit Album through C021-WIP10
6310	08450a1b7a0f378c047ddf980a11400b2cbb4e70	e168cd4ca3eafda8bd4c86d7403ba9fbce5d7d65	fix inherited InvasionGraph issues (KI#575, #576, #578, #579, #581, #583) and advance the C++ File Audit Album through C021-WIP13
6311	4b49b30e2892ad8e5f2449938e4cc4ad723554ba	9afb3705fcb87fbb350e292a1e62320721d28d93	fix inherited UWAI branch-state issues (KI#587, KI#588)
6312	259318c0012eaca33de4e47ab7e65d22469f9773	3f1f2c614b5b6f470352c5e93dfc2fca0e9f6241	fix inherited UWAI emergency-defender accounting (KI#589)
6313	de9b7689efe8d3646be7e3777de9285ab4d89642	b34e95e9aecbebb7c1e0f47f62839fe80688cdc3	fix inherited UWAI and AdvCiv InvasionGraph arithmetic (KI#580, KI#582, KI#584, KI#585) and advance the C++ File Audit Album through C021-WIP16
6314	34cf2a06a5dca595f28b49ee3418af110c155b12	269a539ee43d8358608c6fe9475da681d9a80a6a	fix inherited UWAI/AdvCiv city-loss state (KI#590, KI#592)
6315	facc1c43d338f3a2a7b7781c078ba8553d3f9990	f2c966c30a3d5023d186fbde78093213fe1dc79c	fix KI#591 inherited UWAI mixed-route land-distance mismatch and advance the audit album through C021-WIP17
6316	ede51428c932fdb50427ec869c0b1a60daac9118	ab64c5facf0cdaae817670cade73c973b65a7247	docs: complete and enforce the continuous KI#1-KI#595 ledger; reconcile the Audit Album through C023-WIP03
6317	101b3d61d4522566874f47df3d82636de686a3f2	2d3cf8a9781cdaa642e039b1db4c76742c609ac5	fix 4 inherited AdvCiv UWAI defects and 1 SAS regression (KI#507, KI#508, KI#514, KI#516, KI#518); reconcile the Audit Album through C024
6318	c3dfb0eeb70ad544aeb3c5ae6e0d21fab64988b0	55e439ef7f2e11fa7b6e36524b8568ff7f50bac0	Fix inherited AdvCiv replay colors (KI#595) and SAS Assert guards (KI#596)
6319	5302aa102845237277788883d3b3ec6e534d1dbf	dc19e5ba06dc2bc2ea5bdad5abdab9f98f813756	Fix inherited collateral-team and BC calendar defects (KI#593-594); reconcile the Audit Album through C024-WIP13
6320	967ddebac85f384e29e72363074d5e0e05fc56c4	07bae58ec8f9e760d5f9088d9310b4dee97aeb21	Fix inherited AdvCiv Python callback contracts (KI#597-599)
6321	923ad6d6615664d4dd2e69c645db8754dcc37975	a90878c4167a80b3693f3209e101ec74ed5035b1	Fix inherited Python callback and event-help contracts (KI#600-603), reconcile the Audit Album through C025-WIP07
6322	4328ebbfc2e7e4aec9422cb34c737dcc34f702c6	f5d92131c0b50d3d50e5e2192461442c0067d255	Fix inherited AdvCiv whole-deal treaty handling (KI#604, KI#606, KI#608)
6323	4da63caa0943331fb86b21bc26eb0aac17d364bb	f0764625c232bdff75fd6c4384f14045a14e4773	Fix inherited AdvCiv deal-cancellation memory accumulation (KI#605); reconcile audit album through C025-WIP17
6324	17ce64be24e83c42213628dcca443fada5007803	dbd181b1e81467cf322682dfe0751c5adc63619f	Fix inherited brokered-war master-coalition validation exposed by SAS (KI#612)
6325	9215b8195fb90965e9659faea36cef54146803f9	edb19dba0f6db49f65061a983676fbf0a93c0d29	Fix inherited K-Mod/AdvCiv Permanent Alliance self-pact teardown (KI#613); reconcile audit album through C025-WIP19
6326	f01ab37350771662d6384396fb681026240e5c4d	66b46c22d2485e744d2703f8c9a9773cb15ae16b	Centralize mod display name and loaded-folder handling; Update DLL
6327	ee979d3ca2320b77bf42bfdf21b85aa560d91d6b	b6e40a8a0deece2a0338bc4a2886c0bf7a1c5249	docs: reconcile C++ audit through C030-WIP17
6328	d1efa17916d02e0179e55ecc69e2eb9be4dd1d7a	98ee0c269abf6dc0459e4d8c5062ab0a39d38445	fix inherited KI#622 input handling and SAS KI#629 log identities; advance the C++ File Audit Album through C031-WIP10
6329	0272b5d43d12bd839d985271a7c082bd7c405dea	7af4f8b8975ddfff0b65cd9d4551bc9a12d54d13	fix SAS KI#644-KI#645 bonus-trade valuation and advance C++ File Audit Album through C031-WIP14
6330	1ba157249ec014ce6075672c01c7d3bf44323768	56410df6174ff4cefb5b3a3158aa9344f36ee4ae	fix SAS KI#646/KI#648-KI#649 and inherited K-Mod KI#650 civic logic
6331	38bca26d13f9d5864da7f689c3c87ee8ddf5ab3c	ef38df3a122f304cd67db9d0286628c938f40691	fix inherited AdvCiv KI#653 and SAS KI#654 tech logic; reconcile audit album through C031-WIP47
6332	2198dcb6637a51a788a8282771d73a2dd99fb2ac	ea1c8a63bfb24f337503074b4248769beb13bfac	fix inherited AdvCiv KI#655-KI#657 deal logic; reconcile audit album through C031-WIP53
6333	e20f20033408500ee8eef2cb82fcc4676fd70548	83dbd447f9936109232e1556809180b9b318c096	fix inherited AdvCiv KI#658-KI#660 deal balancing, reconcile the C++ File Audit Album through C031-WIP56
6334	a7397ac4e5c3f32c61246ddb0a9fdda6177910a7	72ac20c68f8484eb3623dd13d570ec5647530cac	fix inherited K-Mod/AdvCiv KI#662-KI#665 naval AI valuation and roles
6335	8a23bfc827136aabe2dcf1860736e5189c6efb2d	d6f02f083bf117df3efb4feb199c4c7a1cd2436a	fix inherited BtS/AdvCiv KI#666-KI#668 AI counting and valuation, reconcile the C++ File Audit Album through C031-WIP59
6336	4a78580b34b842e5b28112a657e46783ff55fe58	46b3c0158ff8b6c5a91f53d8d2dcdb9527c8c9a7	fix inherited AdvCiv/K-Mod KI#669-KI#670 attacker demand and path bounds
6337	6bcfd141610c1ee94e7677807d7150777549ed74	325884264cc80ed986a99f00cb6fbc23eef0b591	fix inherited AdvCiv KI#673-KI#674 gold memory and rejected war trades
6338	d37a3cae4a7172d4ffac8b8ce796847d6b5c50ff	8027e4713968747d7cf0ae9cf121ac4d4a3a3722	fix inherited BtS KI#676-KI#680 event valuation defects, reconcile the audit album ledger through C031-WIP61
6339	165d5f0e5a2501b33793168fcd2dcf76ca6b252f	c269198c01d0980512f7f990c35f1931e6f52b78	fix inherited BtS event valuation defects (KI#681-KI#683)
6340	729666eac45e63a68f6c109ff8e58dd8ab6d3fcc	cc6bdfad387f5596e46be12af251f96d4cf9df04	fix inherited BtS event valuation defects (KI#681-KI#683), reconcile the audit album through C031-WIP66
6341	62b5dc6f7ec0cca2385d2c403325265fce53d1ba	af7b2517f8285b3838067dcfad8ddf3e453a11ae	fix inherited BtS deferred financial refresh; defer upgrade-cache repair (KI#687-KI#688), reconcile audit album through C031-WIP78
6342	3d097af09dab788d320c0783e0f23c7fed92d663	2f5263ebc081cd2f6d833ce375947aa8907ae4d0	fix inherited BtS/AdvCiv Advanced Start defects (KI#689, KI#693-KI#695); reconcile audit album through C031-WIP84
6343	369fcb36570028439ed3b5c9f6cfc90a413cad7d	bfa4dfdeef990a67279600891674d8716326b90d	Enhance SASGameRecord setup provenance and initialization ordering
6344	0f535442c7b6a29ffa76fbde42c7c6c116e145e5	5e3689b3150a35040691eefa5ccfe101d4519f32	advance C++ audit album through C031-WIP91 (KI#710-KI#714)
6345	f347850aecf3ce2e007da806dda0fad030c1a431	5a71f874e5c716d183338fbe07c30ee501b8ba65	Improve SASGameRecord timing and debug diagnostics
6346	dd7260c29fb0c9570b8776b51bd6e8b61bd92dc0	8c083b1c53f6d0946ce994aca9983346c49e1a45	fix inherited AI valuation defects (KI#690-KI#691); reconcile audit album through C031-WIP103
6347	62777b873e72f64ddae6cb49dad1335adf18874a	78378a2e3c9521680f9d478214c7e6c88617047b	Add shared DLL provenance and diagnostic timing helpers
6348	199c266250d45340834067e7890153598f56653d	ab31e855ad60316ca16a1bdc269e12a1b27a3c20	fix inherited AdvCiv brag identity regression (KI#692); reconcile C++ audit album through C031-WIP109
6349	381f18a68ba02b2bfd04a6836f7d94f6ab826e4b	150b5d0b7ad5071c80640a9727cd26af49953708	fix SAS victory-stage ordering regression (KI#696)
6350	fafca54d3ad4a0201381bf55081706f96239500b	b9586eef875d0dc353d8c7955d604c115656e60b	fix SAS KI#698/KI#700 and inherited AdvCiv KI#699 Worker regressions; reconcile the C++ File Audit Album through C031-WIP115
6351	0a2f58842d57230932629d197f27afcc7cdfa06f	9068ad28635d8be44965efadf9bce1738e1b412d	Normalize finalized initialization logging and refactor remove duplicated paths
6352	0806b25991f708b15711101a9ed0a85bffb76c9e	b5ca2102f9e246d8d9dc5eec10f2766f4a4ea4be	fix inherited BtS/BBAI KI#701 and AdvCiv/BBAI KI#703 AI defects; defer SAS KI#702
6353	01e542b3f690a391ac67849a8a442baf97c375cb	d8358a19dc29cdb44f55a05d298e2428c3d30eeb	Compact SASGameRecord initialization and timing output
6354	f2b2210af1d2887428580c945a9ac8793a43261e	7465af69801a9970783ca0ef0344625213da17ec	fix inherited KI#704/KI#705/KI#707 naval AI and SAS KI#706 Worker ferry; reconcile the audit album through C031-WIP126
6355	4d00c37883767d36d4f53757def9410b71af1bff	f00cdd56d428a07d313d20853e65d9d77822486a	fix inherited AdvCiv KI#708-KI#710 guard scope and Privateer healing regressions
6356	f829a71d7a06f9a3d3d9e1fa0aa0d3b8b775b440	5234f5012d745b96fd83b8bf60d3031de69c2a01	fix inherited AdvCiv KI#528/KI#530/KI#531 human Bombard ordering
6357	f565ff750581003e2baf3888d4f1ed50150a814d	3a8b85dab7557eff3b135533bdfec269d3a27cbd	Add automatic runtime version and source provenance tracking
6358	648d51541ffb3bdb10544b408856ae8fda41e615	94f6359e28ab8c4b3cce757cff6ff148273fd9bf	Persist source version history in savegames
6359	24e7da399462db7d6baac9d792493b5b96a806b1	53900c79d9bce7e38de188717497eff3ac44e32f	fix SAS KI#525/KI#526 group progress detection and reconcile the audit through KI#761; Update SASGameRecord_example.log and DLL; reconcile audit album through C031-WIP142
6360	0109446362b828606d0775da4de28edfbe2ccc1f	03d1c56c629081c6fe5e75be4e5d66a5bc076f3f	fix SAS KI#532 and inherited BBAI/K-Mod KI#533 air attacker odds
6361	ffa1459c414b063499122e948330fcc66d18cc18	e5f7cbd7732509d91278239e8f272a7beb477102	fix inherited AdvCiv KI#523 weighted attack odds, recount the very violent funny run, and refresh the SASGameRecord example
6362	252790e0fe8497d0587dc0e4db747f71edae16b0	b8382180ceeaeb213c9160da0a429f7f35d1be65	fix inherited K-Mod KI#535 amphibious group-attack cancellation
6363	095ec1e0a6a8f3f63f6327176764af7ba1923c55	8ce53179987a06a95ca1bb29ed58bea1e76157da	fix inherited AdvCiv KI#519 capitulation authorization lifetime
6364	5defa6661d3b5fa45373483f84035a2402ecfe87	0e0e363586978907062550d1ea49cdb06cf30019	fix inherited AdvCiv KI#513 team-member land-target leakage
6365	0cceadb04b98919f5d49fc4205fb82edab944850	ca2864d0773cb3925b6b7d55e9b096f105a77e88	fix inherited AdvCiv KI#512 total-war boundary and advance the C++ audit album through C031-WIP154
6366	935c268718cf706f1c867ae574083dd3259e48bc	214a46457b09f1cd6862ae50754fd973b4d48a3f	Lower Debug-opt compilation CPU use with sequential nmake (KI#38.3)
6367	15143ca656a102a8d7b9f0160863eaef0c9ae2e0	2e501d3b8e896967edc9fc47d4d3fd33a3d02a55	fix inherited AdvCiv KI#511 TOTAL-war switching and advance the C++ audit album through C031-WIP160
6368	3dad78af1b282b19677af07b9f9964826f82e035	d3cea9d2ef7245201413685d1ef24a4bf488f8e6	fix inherited AdvCiv KI#517 diagnostic war reports and advance the C++ audit album through C031-WIP167
6369	74ff42110039bbc64e84c0d06c3138b5f0e76636	99d491009b814bc727aeec8498395c0afd07b07b	fix inherited espionage AI KI#671/KI#672 and advance the C++ audit album through C031-WIP170
6370	f7d4f9e1dd7724e5a69f7dd38173beeea6aa3e0c	045ed0caa45c474fa2ebccd9d568e8d470d21ee9	fix inherited AdvCiv peace-asset valuation KI#509/KI#510
6371	b4420a70373624a5adfef35997506603f7e4fbde	bb7737726cc19bc64658b3a2379b4de9108c3496	fix AdvCiv-SAS victory-denial force-peace state in KI#515
6372	c620ac1767d620b0181ec72d2f07c2f87b4bd265	a9d70f507ad2eb7a5d11c75ab528dceb1174b5fc	fix inherited K-Mod/AdvCiv assault-cargo defect amplified by SAS (KI#529)
6373	6ecda0fbfb60911169d57db305673444b1465c1d	af4775625b506c76af4a5fa409c59f61b1907d29	fix inherited AdvCiv UWAI city-cache lifecycle defects (KI#554, KI#556, KI#557)
6374	dc6619a08dabcdb908e5f69b4f142f511165259b	3d67a8f613e0da880e26f52c857749cb5e6a3fb3	Add SASFastSave lifecycle and autoplay saves; prefill autoplay default duration to max of the current gamespeed (e.g. 501 turns at normal, 1001 turns at marathon)
6375	dda16ad23c82141480d7c2332486337245cce962	44c424bb081527ca0a3f149df9ad01accc70488a	fix inherited original-UWAI invasion scheduling (KI#577) and reconcile audit album through C031-WIP190
6376	3d88509bcbf91cbfddb5c7fcd9eb09ebe5f625b2	a756120c74f3f1c1ca0c3c1be42c1b1db2ec15c1	fix AdvCiv deal attitude timing and inherited legacy war bundles (KI#619-KI#620)
6377	384f64b1025e5965a163832084ddc247b53fe1ca	937346cbfc5c605b02bcac1062d183c2ff923d39	fix BtS/AdvCiv embargo valuation scope (KI#617-KI#618) and reconcile audit album through C031-WIP193
6378	a42ec8427e8a014587e3bf7c7ed29e88c6913394	9a57473dd95af8028855d4cbe598cbb7f2f1faf4	Expose source version and save history in UI and replays
6379	a9d62065eb5ad8b27c7c19f24698d05799d02e79	5d43e0ce2eedf80d37e56ab1026974d5f9379190	Expand SASGameRecord factual gameplay history (random civ/leader choice, team-merge, nuclear context)
6380	40730df16580fd37dfc2e555b3f057a3cbc9b369	4cd378ab4d7a152f90a7b252f897cc0642091f58	Expand SASGameRecord resolved diplomacy history
6381	917d6371d9d8d6f19890f14decb7ad88d76f97c1	c629781a52a463a4ef0be4dcce09f78450300db4	Complete SASGameRecord rejected-offer diplomacy history
6382	d5e6f45165f040660a272117dc6cf7fc69e30ae3	ce3eb23439961915555570664aeb29623f3ed34e	Expand SASGameRecord research lifecycle history
6383	47f76706f10c5daac6329d36f922274416635bc3	74cb52c7e2b93e737c6e20b8fa9f7d3e3fa9307f	docs: reconcile the C++ audit through C031-WIP225 and KI#814
6384	af7ec02200d111308df7dad35c9a66e96bace021	7ca547151beb63f258d1062a4bdf84f56a5b79d0	Expand SASGameRecord goody and partial-research history, reconcile the C++ audit album through C031-WIP228
6385	80f55585a6c67c31fd01d73bd4f4cfdfc984adb6	1a54feb6433383e3799f89b61f7fe1109affcee0	Expand SASGameRecord city-raze context
6386	2eca97cd53f979a8ab3612efa9c8af07193baa02	620c9263a092fea95d93b83234e8301ea0a4eeb0	Unify shared LLM development context (as of now commit_diffs and mapscript_refs, between light-source ZIP and Codex commit_diffs sporadic generation)
6387	c1d3201c8ac3dc2afe818efbf119e139cf068fe1	9a3e6c77ea986dc6b654a9b402bab8fc3f28c15d	Remove obsolete map_refs migration attributes
6388	33e182769cdd17fc8ac603e340a7f89e4be68931	05d0ba68ffcfbaf0f3a30e8e6faddaf2a4e4c46a	KI#186.3 - (Fixed) AdvCiv-SAS regression: captured-city force-raze safeguards could pre-empt Base AdvCiv's Domination keep rule
6389	18564d5fce01007260d5b21224be4ef8768b11ce	679d3f6b96e2c7e7eae819e002aac7de7ca3cc1e	KI#197.11 - (Improved / tuned) Offensive production floor could waste land output after a landmass was secured, while the excess land attack units would be very inefficient on naval-heavy maps (need more naval units rather for transport, defense, or offense) or if we control the entire landmass (e.g., vassals, team) (no need to overproduce on land-heavy for example, but need attack units even on e.g. Archipelago to conquer same landmass rivals
6390	7de411952a697fd6b60d8849d2115c641167c8bb	041a6f470867001f47919c24bae1664a42f2d4cc	Expand SASGameRecord military quality and combat history
6391	131708bf251bc72569db7b78d123ee58afbdff6b	00dcf84d8f7664a1cd5c88103e4a49803506f441	Expand SASGameRecord production lifecycle history
6392	1cb77fc6e53dd1f89136ea264fcc32fb146de959	a44fa2d733e09d6065c434d1f2e361973948ccf8	Add SASGameRecord map density and rival context
6393	140ac050ed6671d6dc16d0705fcd5a2d23694ab4	5e5e5463de7b3871bd5f4d50f48b2a5545293462	Add complete SASGameRecord diplomatic vote history
6394	66f4304d3e7e333abb07d07ad93fd7958e2f8816	1ef349e7cf12b3be45f5b18f294cc74adac4ba42	Expand SASGameRecord consequential action history (e.g. city hurrying, pillaging, naval blockades, unit gifts, circumnavigation)
6395	26b34d65ba7681f335e04aa291d8cf949156bc42	9aba56b2abaeb707d3ac5c7e194d24db7d2bfc70	Reconcile the C++ audit album through C031-WIP310, update context
6396	712741b14193c0f10abd73dc424079c2d0bc301f	8abdbb31564245987390c96a182b14fc761d9e10	Complete SASGameRecord special-unit attempt provenance
6397	2845e314cf7f615a066f7d66ddd98b76f34c7603	c8dd8a9a52e273e274234f58df2ea708cd9d959f	Add SASGameRecord trade market snapshots
6398	1427d4b817a4b935f18e02ec4642b08457b030fa	1ffe3c616ef20ae99d343df6a4667363e9f8e77c	Expand SASGameRecord city population and state history
6399	841855ecf88ffbee4da4a29d215e1cfd6645c182	11fb13b1d07d8d706b5a41b57409c57de60636c4	Optimize SASGameRecord overhead and gate log-only work
6400	9252b585b6b45ed83bf1203e951709b358dfdad3	fe985cdfe4583ba1afdd53212a5efdb7025b25a6	Update SASGameRecord_example.log and context
6401	2a77783a14066c54b98e985e8947d966c833657e	1087b6bcda0406c1a84d6f74cb730110d8f6da82	Improve first AI Settler timing and escort coordination
6402	6211a79aaab34d5f516e14a9a1b1e8395b7579ae	492ad93e03c105fa7fe42b393e8a65f6d66e07be	Improve AI productive-feature timing and chopping (new AI_bestCityBuild Phase 0 and new or restored/tweaked AI_techValue feature to hammer on remove valuation in particular)
